,title,release_date,budget,revenue,runtime,rating,vote_count,language
1730,Winged Migration,12/12/2001,35866397.0,20217080.0,98.0,7.0,49.0,French
1731,Just My Luck,5/12/2006,28000000.0,38159905.0,103.0,5.8,491.0,English
1732,"Mystery, Alaska",10/1/1999,28000000.0,8888143.0,119.0,6.0,69.0,English
1733,The Spy Next Door,1/15/2010,28000000.0,45236543.0,94.0,5.5,345.0,English
1734,A Simple Wish,7/11/1997,28000000.0,8345056.0,86.0,5.5,46.0,English
1735,Ghosts of Mars,8/24/2001,28000000.0,14010832.0,98.0,4.8,296.0,English
1736,Our Brand Is Crisis,9/11/2015,28000000.0,7002261.0,108.0,5.8,195.0,English
1737,Pride and Prejudice and Zombies,2/4/2016,28000000.0,16374328.0,108.0,5.5,640.0,English
1738,Kundun,12/25/1997,28000000.0,5684789.0,134.0,6.8,91.0,English
1739,How to Lose Friends & Alienate People,10/2/2008,27000000.0,17286299.0,110.0,6.2,244.0,English
1740,Kick-Ass 2,7/17/2013,28000000.0,60700000.0,103.0,6.3,2224.0,English
1741,Alatriste,9/1/2006,24000000.0,23321954.0,145.0,5.6,61.0,Spanish
1742,Brick Mansions,4/22/2014,28000000.0,68896829.0,90.0,5.7,615.0,English
1743,Octopussy,6/5/1983,27500000.0,187500000.0,131.0,6.2,527.0,English
1744,Knocked Up,6/1/2007,30000000.0,219076518.0,129.0,6.2,1214.0,English
1745,My Sister's Keeper,6/26/2009,30000000.0,95714875.0,109.0,7.1,598.0,English
1746,Welcome Home Roscoe Jenkins,2/8/2008,35000000.0,43650785.0,114.0,5.7,57.0,English
1747,A Passage to India,12/14/1984,8000000.0,27187653.0,163.0,6.9,67.0,English
1748,Notes on a Scandal,12/25/2006,15000000.0,49469904.0,92.0,6.9,235.0,English
1749,Rendition,9/7/2007,27500000.0,24748670.0,120.0,6.2,205.0,English
1750,Star Trek VI: The Undiscovered Country,12/5/1991,27000000.0,96900000.0,113.0,6.7,413.0,English
1752,Kiss the Girls,10/3/1997,27000000.0,60527873.0,115.0,6.2,345.0,English
1753,The Blues Brothers,6/17/1980,27000000.0,115229890.0,133.0,7.5,1065.0,English
1754,The Sisterhood of the Traveling Pants 2,8/6/2008,27000000.0,44352417.0,117.0,6.0,238.0,English
1756,About a Boy,4/26/2002,27000000.0,129000000.0,101.0,6.6,607.0,English
1757,Lake Placid,7/15/1999,27000000.0,56870414.0,82.0,5.5,247.0,English
1758,Lucky Number Slevin,2/24/2006,27000000.0,56308881.0,110.0,7.4,1323.0,English
1759,The Right Stuff,10/20/1983,27000000.0,21500000.0,193.0,7.3,235.0,English
1760,Anonymous,10/21/2011,30000000.0,15395087.0,130.0,6.3,288.0,English
1761,The NeverEnding Story,4/5/1984,27000000.0,20158808.0,102.0,7.0,1002.0,English
1762,Dark City,2/27/1998,27000000.0,27200316.0,100.0,7.2,828.0,English
1764,Return to Oz,6/21/1985,25000000.0,11137801.0,109.0,6.7,120.0,English
1765,The Newton Boys,3/26/1998,27000000.0,76000000.0,113.0,5.9,44.0,English
1766,Case 39,8/13/2009,27000000.0,29000000.0,109.0,6.1,563.0,English
1767,Suspect Zero,8/27/2004,27000000.0,13000000.0,99.0,5.5,98.0,English
1769,Spy Kids: All the Time in the World,8/18/2011,27000000.0,85564310.0,89.0,4.4,222.0,English
1770,Money Monster,5/12/2016,27000000.0,93282604.0,98.0,6.5,1068.0,English
1771,The 51st State,12/7/2001,28.0,14.0,93.0,5.9,173.0,English
1773,Mindhunters,5/7/2004,27000000.0,21148829.0,106.0,6.3,333.0,English
1774,What Just Happened,10/17/2008,25000000.0,6673422.0,104.0,5.2,127.0,English
1777,Paul Blart: Mall Cop,1/15/2009,26000000.0,183293131.0,91.0,5.2,788.0,English
1778,Freaky Friday,8/3/2003,26000000.0,110230332.0,97.0,6.0,879.0,English
1779,The 40 Year Old Virgin,8/11/2005,26000000.0,109449237.0,116.0,6.2,1983.0,English
1780,Shakespeare in Love,12/11/1998,25000000.0,289317794.0,122.0,6.8,796.0,English
1781,A Walk Among the Tombstones,9/18/2014,28000000.0,53181600.0,113.0,6.2,1131.0,English
1782,Kindergarten Cop,12/21/1990,15000000.0,201957688.0,111.0,5.8,628.0,English
1783,Pineapple Express,8/6/2008,27000000.0,101624843.0,111.0,6.6,1148.0,English
1784,Ever After: A Cinderella Story,7/31/1998,26000000.0,65705772.0,121.0,6.8,399.0,English
1785,Open Range,8/29/2003,22000000.0,68296293.0,139.0,7.0,262.0,English
1786,Flatliners,8/9/1990,26000000.0,61489265.0,115.0,6.3,404.0,English
1787,A Bridge Too Far,6/15/1977,22000000.0,50750000.0,175.0,6.9,207.0,English
1788,Red Eye,8/4/2005,26000000.0,57891803.0,85.0,6.2,455.0,English
1789,Final Destination 2,1/31/2003,26000000.0,90426405.0,90.0,5.9,1023.0,English
1790,"O Brother, Where Art Thou?",8/30/2000,26000000.0,71868327.0,106.0,7.3,1112.0,English
1791,Legion,1/21/2010,26000000.0,67918658.0,100.0,5.2,629.0,English
1792,Pain & Gain,4/18/2013,25000000.0,86175291.0,130.0,6.1,1573.0,English
1794,Clockstoppers,3/17/2002,26000000.0,38793283.0,94.0,4.9,89.0,English
1796,Brothers,1/27/2009,26000000.0,43318349.0,104.0,6.8,633.0,English
1797,Agent Cody Banks 2: Destination London,12/3/2004,26000000.0,28818995.0,100.0,5.2,144.0,English
1798,New Year's Eve,12/8/2011,56000000.0,142044638.0,118.0,5.7,718.0,English
1799,Original Sin,8/3/2001,42000000.0,35402320.0,118.0,5.8,198.0,English
1800,The Raven,3/9/2012,26000000.0,29657751.0,111.0,6.1,426.0,English
1801,Welcome to Mooseport,2/24/2004,30000000.0,14000000.0,110.0,4.8,54.0,English
1802,Highlander: The Final Dimension,11/29/1994,26000000.0,36800000.0,99.0,4.5,110.0,English
1807,Flipper,5/17/1996,25530000.0,20080020.0,95.0,5.3,84.0,English
1808,Self/less,7/10/2015,26000000.0,30523226.0,116.0,6.3,1091.0,English
1809,The Constant Gardener,8/31/2005,25000000.0,82466670.0,129.0,6.8,417.0,English
1810,The Passion of the Christ,2/25/2004,30000000.0,611899420.0,127.0,6.9,864.0,English
1811,Mrs. Doubtfire,11/24/1993,25000000.0,441286195.0,125.0,7.0,1591.0,English
1812,Rain Man,12/11/1988,25000000.0,412800000.0,133.0,7.6,1709.0,English
1813,Gran Torino,12/9/2008,33000000.0,269958228.0,116.0,7.8,3086.0,English
1814,W.,10/17/2008,25100000.0,29506464.0,131.0,6.1,143.0,English
1815,Taken,2/18/2008,25000000.0,226830568.0,93.0,7.2,4369.0,English
1816,The Best of Me,10/16/2014,26000000.0,35926213.0,117.0,7.2,765.0,English
1817,The Bodyguard,11/25/1992,25000000.0,411006740.0,129.0,6.1,661.0,English
1818,Schindler's List,11/29/1993,22000000.0,321365567.0,195.0,8.3,4329.0,English
1819,The Help,8/9/2011,25000000.0,124272124.0,146.0,7.8,1910.0,English
1820,The Fifth Estate,10/11/2013,28000000.0,8555008.0,128.0,5.7,364.0,English
1823,Freddy vs. Jason,8/15/2003,30000000.0,114908830.0,97.0,5.8,594.0,English
1825,Jimmy Neutron: Boy Genius,12/21/2001,25000000.0,80936232.0,83.0,5.6,231.0,English
1826,Cloverfield,1/15/2008,25000000.0,170764026.0,85.0,6.4,2251.0,English
1827,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,25000000.0,78000000.0,88.0,5.8,286.0,English
1828,The Untouchables,6/2/1987,25000000.0,76270454.0,119.0,7.6,1384.0,English
1829,No Country for Old Men,11/8/2007,25000000.0,171600000.0,122.0,7.7,3003.0,English
1830,Ride Along,1/7/2014,25000000.0,153997819.0,99.0,6.1,853.0,English
1831,Bridget Jones's Diary,4/13/2001,25000000.0,281929795.0,97.0,6.5,1356.0,English
1832,Chocolat,12/14/2000,25000000.0,152500343.0,121.0,6.8,951.0,English
1833,"Legally Blonde 2: Red, White & Blonde",7/2/2003,45000000.0,124914842.0,95.0,5.1,377.0,English
1834,Parental Guidance,12/25/2012,25000000.0,119772232.0,104.0,5.7,210.0,English
1835,No Strings Attached,1/21/2011,25000000.0,147780440.0,107.0,6.1,1331.0,English
1836,Tombstone,12/25/1993,25000000.0,56505065.0,130.0,7.4,626.0,English
1837,Romeo Must Die,3/20/2000,25000000.0,91036760.0,115.0,6.0,330.0,English
1838,The Omen,6/6/1976,2800000.0,60922980.0,111.0,7.2,476.0,English
1839,Final Destination 3,2/10/2006,25000000.0,117719158.0,93.0,5.8,974.0,English
1840,The Lucky One,4/19/2012,25000000.0,99357138.0,101.0,6.8,946.0,English
1841,Bridge to Terabithia,2/16/2007,60000000.0,137587063.0,96.0,7.0,1113.0,English
1842,Finding Neverland,10/17/2004,25000000.0,116766556.0,106.0,7.2,1223.0,English
1844,The Grey,1/26/2012,25000000.0,77278331.0,117.0,6.4,1451.0,English
1845,Hide and Seek,1/27/2005,25000000.0,122644820.0,101.0,6.1,440.0,English
1846,Anchorman: The Legend of Ron Burgundy,7/9/2004,26000000.0,90574188.0,94.0,6.7,1493.0,English
1847,GoodFellas,9/12/1990,25000000.0,46836394.0,145.0,8.2,3128.0,English
1848,Agent Cody Banks,3/14/2003,28000000.0,58795814.0,102.0,5.0,284.0,English
1849,Nanny McPhee,10/21/2005,25000000.0,122489822.0,97.0,6.4,711.0,English
1850,Scarface,12/8/1983,25000000.0,65884703.0,170.0,8.0,2948.0,English
1852,The Last Emperor,10/21/1987,23000000.0,43984230.0,163.0,7.4,355.0,English
1853,Contraband,1/12/2012,25000000.0,63100000.0,109.0,6.1,770.0,English
1855,There Will Be Blood,12/28/2007,25000000.0,77208711.0,158.0,7.9,1537.0,English
1858,Undercover Brother,5/31/2002,25000000.0,41604473.0,86.0,5.5,112.0,English
1859,The Sisterhood of the Traveling Pants,6/1/2005,25000000.0,39053061.0,119.0,6.3,386.0,English
1860,Kiss of the Dragon,7/6/2001,25000000.0,64437847.0,98.0,6.4,298.0,English
1861,The House Bunny,8/22/2008,25000000.0,70442940.0,97.0,5.6,529.0,English
1862,Beauty Shop,6/2/2005,25000000.0,36351350.0,105.0,5.4,115.0,English
1863,Million Dollar Arm,5/9/2014,25000000.0,38307627.0,124.0,6.6,259.0,English
1864,The Giver,8/11/2014,25000000.0,66980456.0,94.0,6.4,1798.0,English
1866,Jeepers Creepers 2,8/8/2003,17000000.0,63102666.0,104.0,5.5,299.0,English
1867,Good Luck Chuck,9/21/2007,25000000.0,59192128.0,101.0,5.5,444.0,English
1868,Cradle 2 the Grave,2/28/2003,25000000.0,56489558.0,101.0,5.8,236.0,English
1869,The Hours,12/27/2002,25000000.0,41597830.0,114.0,7.0,451.0,English
1870,She's the Man,3/17/2006,20000000.0,33889159.0,105.0,6.4,671.0,English
1871,Mr. Bean's Holiday,3/22/2007,25000000.0,229736344.0,90.0,6.1,663.0,English
1872,Anacondas: The Hunt for the Blood Orchid,8/26/2004,20000000.0,70992898.0,97.0,4.9,199.0,English
1873,Blood Ties,8/22/2013,25500000.0,2415472.0,128.0,6.0,171.0,English
1874,August Rush,11/21/2007,25000000.0,66122026.0,114.0,7.1,797.0,English
1875,Elizabeth,9/13/1998,30000000.0,82150642.0,124.0,7.1,334.0,English
1876,Bride of Chucky,10/16/1998,25000000.0,50671850.0,89.0,5.5,350.0,English
1877,Tora! Tora! Tora!,1/26/1970,25485000.0,29548291.0,144.0,6.9,147.0,English
1878,Spice World,12/19/1997,25000000.0,100000000.0,93.0,4.7,123.0,English
1879,The Sitter,12/9/2011,25000000.0,34942188.0,81.0,5.4,325.0,English
1881,The Shawshank Redemption,9/23/1994,25000000.0,28341469.0,142.0,8.5,8205.0,English
1882,Crocodile Dundee in Los Angeles,4/12/2001,21150000.0,39438674.0,92.0,4.7,146.0,English
1883,Kingpin,7/4/1996,27000000.0,25023434.0,113.0,6.7,244.0,English
1884,The Gambler,12/25/2014,25000000.0,39171130.0,111.0,5.7,543.0,English
1885,August: Osage County,12/26/2013,25000000.0,74188937.0,121.0,6.9,483.0,English
1886,Ice Princess,3/17/2005,25000000.0,27645491.0,98.0,5.9,185.0,English
1887,A Lot Like Love,4/22/2005,30000000.0,42886719.0,107.0,6.5,318.0,English
1888,Eddie the Eagle,2/26/2016,23000000.0,46152800.0,106.0,7.2,661.0,English
1889,He Got Game,5/1/1998,25000000.0,21567853.0,136.0,6.7,134.0,English
1890,Don Juan DeMarco,10/1/1994,25000000.0,22200000.0,97.0,6.2,183.0,English
1891,Dear John,2/4/2010,25000000.0,114977104.0,115.0,6.6,1262.0,English
1892,The Losers,4/23/2010,25000000.0,23580000.0,97.0,6.2,515.0,English
1893,Don't Be Afraid of the Dark,11/6/2010,25000000.0,36993168.0,99.0,5.4,341.0,English
1894,War,8/24/2007,25000000.0,40452643.0,103.0,6.0,414.0,English
1895,Punch-Drunk Love,10/25/2002,25000000.0,17000000.0,95.0,6.9,530.0,English
1896,EuroTrip,2/20/2004,25000000.0,20796847.0,93.0,6.5,656.0,English
1901,The Greatest Game Ever Played,9/30/2005,25000000.0,15431177.0,120.0,6.9,110.0,English
1902,The Box,9/17/2009,30000000.0,33333531.0,115.0,5.4,597.0,English
1904,The Next Best Thing,3/3/2000,25000000.0,24362772.0,108.0,4.3,29.0,English
1905,My Soul to Take,10/8/2010,25000000.0,19829957.0,107.0,5.2,147.0,English
1906,The Girl Next Door,4/9/2004,25000000.0,30411183.0,108.0,6.3,824.0,English
1907,Maximum Risk,9/13/1996,25000000.0,51702483.0,100.0,5.2,101.0,English
1909,Legend,9/9/2015,25000000.0,42972994.0,131.0,6.7,973.0,English
1911,Shark Night,9/2/2011,28000000.0,10126458.0,91.0,4.9,132.0,English
1912,Angela's Ashes,12/25/1999,25.0,13.0,145.0,7.0,59.0,English
1913,Draft Day,4/11/2014,25000000.0,28831145.0,109.0,6.5,304.0,English
1915,The Conspirator,9/10/2010,25000000.0,15478800.0,122.0,6.2,137.0,English
1916,Lords of Dogtown,6/3/2005,25000000.0,13411957.0,107.0,7.0,210.0,English
1917,The 33,8/6/2015,25000000.0,24902723.0,120.0,6.0,378.0,English
1918,Big Trouble in Little China,5/30/1986,25000000.0,11000000.0,99.0,7.1,705.0,English
1920,Warrior,9/9/2011,25000000.0,23057115.0,140.0,7.7,1272.0,English
1921,Michael Collins,10/25/1996,28000000.0,16900000.0,132.0,6.7,97.0,English
1923,Stop-Loss,3/28/2008,25000000.0,11207130.0,113.0,6.1,82.0,English
1924,Abandon,10/14/2002,25000000.0,10719357.0,99.0,4.6,45.0,English
1925,Brokedown Palace,8/13/1999,25000000.0,13000000.0,100.0,6.2,111.0,English
1926,The Possession,8/30/2012,14000000.0,85446075.0,92.0,5.8,498.0,English
1927,Mrs. Winterbourne,4/19/1996,25000000.0,10070000.0,105.0,5.3,25.0,English
1928,Straw Dogs,9/16/2011,25000000.0,10324441.0,110.0,5.5,144.0,English
1929,The Hoax,10/14/2006,25000000.0,11772461.0,116.0,6.4,60.0,English
1931,The Road,11/25/2009,32000000.0,27635305.0,111.0,6.8,1087.0,English
1932,Sheena,8/17/1984,25000000.0,5778353.0,117.0,5.0,22.0,English
1936,Tank Girl,3/31/1995,25000000.0,4064495.0,98.0,5.5,138.0,English
1938,Blindness,5/14/2008,25000000.0,19844979.0,121.0,6.4,387.0,English
1939,BloodRayne,10/22/2005,25000000.0,2405420.0,95.0,3.5,118.0,English
1940,Carnage,9/16/2011,25000000.0,27603069.0,80.0,7.0,738.0,English
1943,Without Limits,9/11/1998,25000000.0,777423.0,117.0,6.2,19.0,English
1944,Me and Orson Welles,11/25/2009,25000000.0,2336172.0,114.0,6.6,49.0,English
1945,The Best Offer,1/1/2013,13500000.0,19255873.0,124.0,7.7,704.0,English
1946,The Bad Lieutenant: Port of Call - New Orleans,9/11/2009,25000000.0,10589102.0,122.0,6.0,326.0,English
1948,Little White Lies,10/20/2010,25000000.0,48531470.0,154.0,7.1,380.0,French
1951,Space Dogs,3/18/2010,25000000.0,6500000.0,85.0,6.3,10.0,Russian
1952,The Counselor,10/25/2013,25000000.0,71009334.0,117.0,5.0,712.0,English
1954,Waterloo,10/26/1970,25000000.0,3052000.0,128.0,7.0,31.0,English
1957,Dangerous Liaisons,12/16/1988,14000000.0,34670720.0,119.0,7.0,257.0,English
1958,On the Road,5/22/2012,25000000.0,8784318.0,137.0,5.5,301.0,English
1959,Star Trek IV: The Voyage Home,11/25/1986,24000000.0,133000000.0,119.0,6.9,477.0,English
1960,Rocky Balboa,12/20/2006,24000000.0,155721132.0,102.0,6.5,835.0,English
1961,Scream 2,12/9/1997,24000000.0,172363301.0,120.0,6.1,840.0,English
1962,Jane Got a Gun,1/1/2016,25000000.0,1397284.0,98.0,5.4,285.0,English
1963,Think Like a Man Too,6/20/2014,24000000.0,70181428.0,105.0,6.4,225.0,English
1964,The Whole Nine Yards,2/18/2000,41300000.0,106371651.0,98.0,6.2,531.0,English
1965,Footloose,2/17/1984,8200000.0,80035402.0,107.0,6.4,505.0,English
1966,Old School,2/21/2003,24000000.0,87055349.0,91.0,6.6,541.0,English
1967,The Fisher King,9/9/1991,24000000.0,41895491.0,137.0,7.2,341.0,English
1968,I Still Know What You Did Last Summer,11/13/1998,65000000.0,40002112.0,100.0,5.1,374.0,English
1969,Return to Me,4/7/2000,24000000.0,36609995.0,115.0,6.1,67.0,English
1970,Zack and Miri Make a Porno,9/18/2008,24000000.0,42105111.0,102.0,6.1,721.0,English
1972,The Men Who Stare at Goats,10/17/2009,24000000.0,68729358.0,93.0,5.9,742.0,English
1975,Win a Date with Tad Hamilton!,1/23/2004,17000000.0,16980098.0,95.0,5.5,160.0,English
1976,Muppets from Space,7/14/1999,24000000.0,16290976.0,87.0,5.8,92.0,English
1977,The Wiz,10/24/1978,24000000.0,21049053.0,134.0,5.9,58.0,English
1978,Ready to Rumble,4/7/2000,24000000.0,12372410.0,107.0,4.7,49.0,English
1979,Play It to the Bone,12/25/1999,24000000.0,8434146.0,124.0,5.7,53.0,English
1980,I Don't Know How She Does It,9/16/2011,24000000.0,30551495.0,89.0,5.0,141.0,English
1981,Piranha 3D,8/20/2010,24000000.0,83188165.0,88.0,5.3,581.0,English
1983,Meet the Deedles,3/27/1998,24000000.0,4562146.0,93.0,4.1,19.0,English
1984,The Thief and the Cobbler,9/23/1993,28000000.0,669276.0,72.0,6.8,26.0,English
1986,Faster,11/23/2010,24000000.0,23081726.0,98.0,6.1,568.0,English
1987,Howl's Moving Castle,11/19/2004,24000000.0,234710455.0,119.0,8.2,1991.0,Japanese
1988,Zombieland,10/7/2009,23600000.0,102391382.0,88.0,7.2,3550.0,English
1989,The Waterboy,11/6/1998,23000000.0,185991646.0,90.0,5.9,512.0,English
1990,The Empire Strikes Back,5/17/1980,18000000.0,538400000.0,124.0,8.2,5879.0,English
1991,Bad Boys,4/7/1995,19000000.0,141407024.0,118.0,6.5,1699.0,English
1992,The Naked Gun 2½: The Smell of Fear,6/28/1991,23000000.0,86930411.0,85.0,6.6,546.0,English
1993,Final Destination,3/16/2000,23000000.0,53302314.0,98.0,6.4,1378.0,English
1994,The Ides of March,9/24/2011,12500000.0,75993061.0,101.0,6.5,910.0,English
1995,Pitch Black,2/18/2000,23000000.0,53187659.0,108.0,6.7,1789.0,English
1997,Her,12/18/2013,23000000.0,47351251.0,126.0,7.9,4097.0,English
1998,Joy Ride,10/5/2001,23000000.0,36642838.0,97.0,6.3,325.0,English
1999,The Adventurer: The Curse of the Midas Box,12/5/2013,25000000.0,6399.0,99.0,5.1,73.0,English
2000,Anywhere But Here,11/12/1999,23000000.0,18653615.0,114.0,5.9,66.0,English
2002,Haywire,11/6/2011,23000000.0,33372606.0,93.0,5.6,505.0,English
2003,Jaws: The Revenge,7/17/1987,23000000.0,51881013.0,89.0,3.5,224.0,English
2006,The End of the Affair,12/3/1999,23000000.0,10827816.0,102.0,6.6,55.0,English
2007,Harley Davidson and the Marlboro Man,8/23/1991,23000000.0,7434726.0,98.0,6.1,82.0,English
2008,In the Valley of Elah,8/31/2007,23000000.0,29541790.0,124.0,6.6,261.0,English
2011,Cheri,2/10/2009,23000000.0,9366227.0,86.0,5.9,56.0,English
2012,Vanity Fair,9/1/2004,23000000.0,16123851.0,141.0,5.5,73.0,English
2013,Bodyguards and Assassins,12/18/2009,23000000.0,5837674.0,139.0,6.5,57.0,Chinese
2014,1408,7/12/2007,25000000.0,94679598.0,104.0,6.5,1343.0,English
2015,Spaceballs,6/24/1987,22700000.0,38119483.0,96.0,6.7,902.0,English
2016,The Water Diviner,12/25/2014,22500000.0,15520023.0,112.0,6.8,431.0,English
2017,Ghost,7/12/1990,22000000.0,505000000.0,127.0,6.9,1339.0,English
2018,There's Something About Mary,7/15/1998,23000000.0,369884651.0,119.0,6.5,1590.0,English
2019,The Santa Clause,11/10/1994,22000000.0,189833357.0,97.0,6.3,489.0,English
2020,The Rookie,3/25/2002,20000000.0,75597042.0,127.0,6.5,110.0,English
2021,The Game Plan,9/28/2007,22000000.0,147880543.0,110.0,6.0,428.0,English
2022,The Bridges of Madison County,5/28/1995,24000000.0,182016617.0,135.0,7.3,385.0,English
2023,The Animal,6/1/2001,22000000.0,84772742.0,84.0,4.6,304.0,English
2024,Gandhi,11/30/1982,22000000.0,77737889.0,191.0,7.4,716.0,English
2025,The Hundred-Foot Journey,8/6/2014,22000000.0,88880821.0,122.0,7.3,508.0,English
2026,The Net,7/28/1995,22000000.0,110627965.0,114.0,5.6,354.0,English
2027,I Am Sam,12/28/2001,22000000.0,92542418.0,132.0,7.2,530.0,English
2028,Son of God,2/28/2014,22000000.0,67800064.0,138.0,5.9,83.0,English
2029,Underworld,9/19/2003,22000000.0,95708457.0,121.0,6.6,2512.0,English
2030,Derailed,11/11/2005,22000000.0,57479076.0,108.0,6.1,319.0,English
2031,The Informant!,9/18/2009,22000000.0,35424826.0,108.0,6.0,301.0,English
2033,Deuce Bigalow: European Gigolo,8/6/2005,22000000.0,22400154.0,83.0,4.7,225.0,English
2034,Delivery Man,10/10/2013,26000000.0,51164106.0,105.0,6.2,551.0,English
2036,Saving Silverman,2/9/2001,22000000.0,19351569.0,90.0,5.4,154.0,English
2037,Diary of a Wimpy Kid: Dog Days,8/2/2012,22000000.0,77112176.0,94.0,6.0,223.0,English
2039,Jay and Silent Bob Strike Back,8/22/2001,22000000.0,33788161.0,104.0,6.4,480.0,English
2040,The Glass House,9/14/2001,30000000.0,23619609.0,106.0,5.4,201.0,English
2041,"Hail, Caesar!",2/5/2016,22000000.0,63647656.0,106.0,5.7,1309.0,English
2043,Homefront,11/27/2013,22000000.0,43058898.0,100.0,6.4,875.0,English
2044,The Little Vampire,10/27/2000,22000000.0,13555988.0,95.0,6.1,77.0,English
2046,RoboCop 3,4/17/1993,22000000.0,10696210.0,104.0,4.2,305.0,English
2050,The Transporter Refueled,9/3/2015,25000000.0,72629670.0,96.0,5.2,559.0,English
2052,Black Book,9/1/2006,21000000.0,26193068.0,145.0,7.2,277.0,Dutch
2053,Joyeux Noël,11/9/2005,22000000.0,17709155.0,116.0,7.2,212.0,French
2054,Hit & Run,8/22/2012,2000000.0,14400000.0,100.0,5.5,224.0,English
2056,Before I Go to Sleep,9/3/2014,22000000.0,15447154.0,92.0,6.2,659.0,English
2057,Sorcerer,6/24/1977,22000000.0,12000000.0,121.0,7.4,98.0,English
2058,Stone,10/7/2010,22000000.0,9479718.0,105.0,5.2,192.0,English
2060,Out of the Furnace,12/6/2013,22000000.0,15400000.0,116.0,6.5,720.0,English
2061,Michael Clayton,9/28/2007,25000000.0,92991835.0,119.0,6.5,501.0,English
2064,Underdogs,7/18/2013,22000000.0,24000000.0,106.0,6.0,122.0,Spanish
2065,To Rome with Love,4/20/2012,17000000.0,73244881.0,111.0,5.6,546.0,English
2066,Firefox,6/13/1982,18000000.0,70687344.0,136.0,5.5,139.0,English
2068,Death at a Funeral,2/9/2007,9000000.0,46.0,90.0,6.9,497.0,English
2069,Teenage Mutant Ninja Turtles III,3/17/1993,21000000.0,42000000.0,96.0,5.1,184.0,English
2070,Hardball,9/14/2001,32000000.0,40222729.0,106.0,6.3,123.0,English
2071,Silver Linings Playbook,9/8/2012,21000000.0,205738714.0,122.0,6.9,4742.0,English
2072,Freedom Writers,1/5/2007,21000000.0,41170784.0,123.0,7.5,356.0,English
2074,The Transporter,10/2/2002,21000000.0,43928932.0,92.0,6.6,1692.0,English
2075,Never Back Down,3/4/2008,20000000.0,41627431.0,115.0,6.4,497.0,English
2076,The Rage: Carrie 2,3/11/1999,21000000.0,17762705.0,104.0,5.1,76.0,English
2077,Away We Go,6/5/2009,17000000.0,14899417.0,98.0,6.7,189.0,English
2078,Swing Vote,8/1/2008,21000000.0,17600000.0,120.0,5.8,65.0,English
2079,Moonlight Mile,9/9/2002,21000000.0,10011050.0,117.0,6.5,52.0,English
2082,The Beaver,2/11/2011,21000000.0,970816.0,91.0,6.3,276.0,English
2083,The Best Little Whorehouse in Texas,7/23/1982,35000000.0,69701637.0,114.0,5.9,41.0,English
2084,eXistenZ,4/14/1999,15000000.0,2856712.0,97.0,6.7,475.0,English
2085,Raiders of the Lost Ark,6/12/1981,18000000.0,389925971.0,115.0,7.7,3854.0,English
2086,Home Alone 2: Lost in New York,11/19/1992,18000000.0,358991681.0,120.0,6.3,2395.0,English
2087,Close Encounters of the Third Kind,11/16/1977,20000000.0,303788635.0,135.0,7.2,1098.0,English
2088,Pulse,8/11/2006,38000000.0,29907685.0,90.0,5.0,150.0,English
2089,Beverly Hills Cop II,5/18/1987,20000000.0,299965036.0,100.0,6.1,613.0,English
2090,Bringing Down the House,3/7/2003,20000000.0,132675402.0,105.0,5.4,183.0,English
2091,The Silence of the Lambs,2/1/1991,19000000.0,272742922.0,119.0,8.1,4443.0,English
2092,Wayne's World,2/14/1992,20000000.0,121697323.0,94.0,6.5,728.0,English
2093,Jackass 3D,10/15/2010,20000000.0,117224271.0,94.0,6.4,428.0,English
2094,Jaws 2,6/16/1978,20000000.0,187884007.0,116.0,5.9,406.0,English
2095,Beverly Hills Chihuahua,10/3/2008,20000000.0,149281606.0,91.0,4.9,209.0,English
2096,The Conjuring,7/18/2013,13000000.0,318000141.0,112.0,7.4,3092.0,English
2097,Are We There Yet?,1/20/2005,32000000.0,97918663.0,95.0,5.2,221.0,English
2098,Tammy,7/2/2014,20000000.0,100525432.0,97.0,5.0,500.0,English
2099,School of Rock,10/3/2003,35000000.0,131282949.0,108.0,6.7,1414.0,English
2100,Mortal Kombat,8/18/1995,18000000.0,122195920.0,101.0,5.4,442.0,English
2101,White Chicks,6/23/2004,37000000.0,113086475.0,109.0,6.3,679.0,English
2102,The Descendants,9/9/2011,20000000.0,177243185.0,115.0,6.7,934.0,English
2105,12 Years a Slave,10/18/2013,20000000.0,187000000.0,134.0,7.9,3674.0,English
2106,Drumline,12/13/2002,20000000.0,57588485.0,118.0,6.2,116.0,English
2107,Why Did I Get Married Too?,4/2/2010,20000000.0,60072596.0,121.0,6.1,29.0,English
2108,Edward Scissorhands,12/5/1990,20000000.0,53000000.0,105.0,7.5,3601.0,English
2109,Me Before You,6/2/2016,20000000.0,207945075.0,110.0,7.6,2562.0,English
2111,The French Connection,10/9/1971,1800000.0,41158757.0,104.0,7.4,422.0,English
2112,Bad Moms,7/28/2016,20000000.0,183936074.0,100.0,6.3,1252.0,English
2113,Date Movie,2/17/2006,20000000.0,48548426.0,83.0,3.6,222.0,English
2114,Return to Never Land,2/14/2002,20000000.0,109862682.0,72.0,6.1,290.0,English
2115,Selma,12/25/2014,20000000.0,66787908.0,127.0,7.4,817.0,English
2116,The Jungle Book 2,2/7/2003,20000000.0,135680000.0,72.0,5.6,269.0,English
2117,Boogeyman,2/4/2005,20000000.0,67192859.0,89.0,4.6,191.0,English
